,head,topic_rep,Includes Hariri
1301,Key suspect in Sehwan suicide blast arrested,0,
1304,"NAB moves to put names of Sharif, four relatives on ECL",0,
1305,Senators’ absence delays passage of 24th amendment,0,
1307,Wenger may need to put faith in Lacazette for north London derby,0,
1308,Book review: My Brother Is A Superhero,0,
1309,Cook-it-yourself: Crackers pizza,0,
1310,Aamir Liaquat leaves Bol TV citing monetary dispute,0,
1311,Shades of  Van Gogh,0,
1312,"LoC violations 'highly unprofessional and unethical', DGMO tells Indian counterpart",0,
1313,Is Jake Gyllenhaal replacing Ben Affleck in the new Batman movie?,0,
1314,"'Conspirators' will gain nothing but defeat, says Maryam Nawaz",0,
1315,"As a woman, as an artist, I feel hurt and angry: Deepika on Padmavati controversy",0,
1316,India wants Kulbhushan's mother to accompany wife for proposed meeting with spy,0,
1317,Verna gets dirty politics right but it gets rape all wrong,0,
1318,Crime and politics,0,
1320,Arth's latest song captures the essence of heartbreak,0,
1322,7 truths about Mahira Khan we bet you didn't know,0,
1323,"Five militants, one Indian soldier killed in gun battle in held Kashmir",0,
1324,"Chinese, N.Korean envoys talk up ties despite nuclear tensions",0,
1326,Story Time: Everlasting joy,0,
1327,Website review: Explore the world of 3D,0,
1329,"Sylvester Stallone accused of sexual assault, denies allegations as false",0,
1330,Special report: Going nuclear 1990-1993/1997-1999,0,
1331,Five bullet-riddled bodies found near Turbat,0,
1333,No problem with aircraft deal: Iran,0,
1334,EU cuts funding to Turkey in 2018 budget,0,
1335,Nafta talks open amid US inflexibility complaint,0,
1336,Women breach world of big oil,0,
1338,Goffin to face Federer in semi-final at London,0,
1339,"Murray, coach Lendl end second stint together",0,
1343,Wanted Russian arrested over Forbes editor’s murder,0,
1345,Ousted Caracas mayor arrives in Madrid after fleeing house arrest,0,
1347,US puts Palestinians on notice: DC office may be shuttered,0,
1348,Women entrepreneurs demand incentives,0,
1349,Turkey’s legendary weightlifter Suleymanoglu dies,0,
1352,Printers demand tax exemption on raw materials,0,
1353,Breakthrough in sight after talks with Islamabad protesters,0,
1354,Maryam rejects rumours 72 MNAs are poised to defect,0,
1355,Five more bullet-riddled bodies found near Turbat,0,
1356,Archaeology dept to probe gold antiquities theft in Sirkap,0,
1357,India ‘positively’ responds to Pakistan’s offer about Jadhav,0,
1358,Egypt opens Gaza border for first time since unity deal,0,
1360,Panama Papers have hardly helped in extracting tax: officials,0,
1362,PPP submits calling attention notice on PIA affairs,0,
1363,Balochistan’s uplift priority for the government: Iqbal,0,
1365,Naek replaces Babar in body on accountability law,0,
1366,Malala’s book being translated into Urdu,0,
1367,Karachi port poised for massive infrastructure upgrade,0,
1368,Private-sector credit turns a corner,0,
1369,‘Investment treaty to boost Pak-US trade’,0,
1370,Stocks fall as MSCI reduces Pakistan weight,0,
1371,"Judges, not litigants, are required to point out correct laws: SC",0,
1372,Renewed US-Russia rift threatens slim Syria peace hope,0,
1374,MQM-P leader Amir Khan indicted for sheltering terrorists at Nine Zero,0,
1375,"I want to write a book on my career, shares Bushra Ansari at Faiz fest",0,
1376,"The making of Farooq Sattar
",0,
1378,Chief justice takes suo motu notice of 20 bullet-riddled bodies found in Balochistan,0,
1379,Ed Sheeran parties it up with Bollywood before his big Mumbai concert today,0,
1380,Ahsan Iqbal makes last-ditch appeal to Islamabad protesters to end sit-in,0,
1381,"'Nawaz Sharif is an ideology,' says PML-N chief at Abbottabad election campaign rally",0,
1382,6 Afghan policemen killed in Taliban attack,0,
1384,'My eyes are burning': Delhi half marathon goes ahead despite smog,0,
1387,New adjustments,0,
1388,Afghanistan beat Pakistan by 185 runs to claim Under-19 Asia Cup,0,
1389,"Rabi-ul-Awwal moon sighted, Eid Milad will be celebrated on Dec 1",0,
1390,6 killed as car plunges into ravine near Murree,0,
1391,Security forces conduct 'sanitisation' operation in Quetta,0,
1392,Fixing Afghanistan,0,
1393,Online exhibit shows hidden depths of Picasso’s ‘Guernica’,0,
1394,India's Manushi Chhillar crowned Miss World 2017,0,
1395,"Mattis, Dunford to visit Pakistan soon",0,
1396,"Centre has not yet removed Sindh’s  reservations over census, says Murad",0,
1397,NAB to launch probe into 56 public sector firms’ affairs,0,
1398,Sports diary: At players’ auction for 2018 PSL,0,
1400,Capital IGP office takes aim at police officers’ waistlines,0,
1401,NON-FICTION: SCORING THE REVOLUTION,0,
1402,NON-FICTION: AIN’T NO MOUNTAIN HIGH ENOUGH,0,
1403,COLUMN: HOW TO WRITE A NOVEL,0,
1406,NON-FICTION: THE NAKED NAWAB,0,
1407,Yemen blockade,0,
1408,NARRATIVE ARC: THE FANON OF SINDH,0,
1410,End this misery,0,
1414,What are provinces pitching at seventh JCC?: KP’s CPEC plans get a nasty jolt,0,
1416,134 arrested in skirmishes at Faizabad moved to Adiala jail,0,
1417,Bank investments fall 0.01pc,0,
1418,Gulf crisis casts a pall on remittances to Pakistan,0,
1419,What are provinces pitching at seventh JCC?: Nothing beyond Gwadar for Balochistan,0,
1420,Stability on interbank market,0,
1421,"What are provinces pitching at seventh JCC?: Sindh makes efforts, and excuses",0,
1423,Pak-US ties: a complicated path,0,
1424,Jeffrey Tambor quits Transparent after sexual assault claims,0,
1425,Pakistan’s ‘middle-class’ future,0,
1426,'Going to jail was like falling in love again' – Faiz Ahmed Faiz,0,
1428,Qawwali at Pakistan Chowk introduces performers to a diverse audience,0,
1429,Deadly Beijing fire prompts investigation and demolitions,0,
1431,"Scores injured as protesters, security personnel clash",0,
1432,What are provinces pitching at seventh JCC?: Punjab to pitch new SEZs,0,
1433,Nadir Magsi wins Thal jeep rally,0,
1434,Weapons seized in operation,0,
1435,"People behind tampering with Khatm-i-Nabuwwat law be punished, says JUI-F",0,
1436,Why the relationship between Pakistan and America is so confusing,0,
1437,US nuclear general says he will resist ‘illegal’ Trump strike order,0,
1438,Government's offer to send law minister on leave rejected,0,
1440,Imran terms Abbasi ‘puppet PM’,0,
1441,UK budget to set aside £75m for driverless cars,0,
1442,Human smuggling suspect arrested in Quetta,0,
1443,Low conviction rate cited as reason for human smuggling,0,
1445,Pentagon persuades Congress to delink LeT from Haqqani network,0,
1446,Every effort being made for permanent peace in Karachi: PM Abbasi,0,
1447,"Policy to promote human rights continues, UN group assured",0,
1448,Anti-polio drive begins today,0,
1449,India ride on  Rahul-Dhawan stand to surge ahead in Kolkata Test,0,
1450,No dressing room help for Perera: SLC,0,
1451,Lehmann urges former greats to back under-fire Australia,0,
1452,"Suarez inspires Barca, Real and Atletico in derby stalemate",0,
1453,Manchester clubs triumph again as United stars return,0,
1454,Renovated Jehangir Park inaugurated by Bilawal,0,
1455,Rehman Malik asks PML-N should avoid policy of confrontation,0,
1456,Sharif strikes defiant note in Abbottabad,0,
1457,Bolt enlisted to make Aussie cricketers 'explosive' runners,0,
1458,French police officer kills three before committing suicide,0,
1459,Hasan Ali stuns Dhaka Dynamites with a five-for in Bangladesh Premier League,0,
1460,Video of Indian politician peeing in public goes viral,0,
1461,Nawaz Sharif's lawyer asks IHC to consolidate at least two corruption references,0,
1462,When doctors should admit they don’t know,0,
1463,"Oprah Winfrey, Mindy Kaling, Reese Witherspoon play witches in this new Disney movie",0,
1464,Senate seeks strict punishment for people disturbing public order while under the influence,0,
1465,"Sacrifices of students, political activists never recognised by state: Rabbani",0,
1466,"PML-N paid 'political bribes' to ministers, is guilty of pre-poll rigging, says PTI",0,
1467,Chupan Chupai's official poster is out,0,
1468,"Ace boxer Waseem might quit representing Pakistan due to lack of funds, support",0,
1469,Maria Sharapova booked by Delhi police for 'criminal conspiracy',0,
1471,Trump declares North Korea state sponsor of terror,0,
1473,Islamabad protesters given more time by govt to reconsider protest,0,
1476,World's third-largest economy Japan reports 40% trade surplus drop in October,0,
1477,Padmavati release has been postponed after Rajput protests,0,
1478,20 dead as passenger van rams into coal truck in Khairpur,0,
1479,"Charles Manson, cult leader and mass killer, dies at 83",0,
1480,What does the next phase of CPEC look like?,0,
1481,"When customers look at my clothes, they realise they're worth the price: Ammara Khan",0,
1482,Alibaba takes $2.9 billion stake in food retailer,0,
1483,Suu Kyi blames world conflicts partly on illegal immigration,0,
1485,Saat Din Mohabbat In will release on Eid ul Fitr next year,0,
1487,Kenya top court upholds President Kenyatta's win in repeat election,0,
1488,Photo of Israel president in Palestinian scarf sparks probe,0,
1491,Iraq top court declares Kurd referendum unconstitutional,0,
1492,2 top North Korean military officers punished: Seoul,0,
1493,"Islamabad protesters, police continue to play cat-and-mouse",0,
1497,SHC seeks replies from LEAs on petitions seeking whereabouts  of missing persons,0,
1499,Syria ‘de-escalation zone’ sees civilians buried under rubble,0,
1500,NAB launches probe into Saad Rafique’s housing project,0,
1501,"NAB arrests CDA officials, Safa Gold Mall owner",0,
1503,20 Uighurs use blankets to escape Thai cell,0,
1504,Shakil Shaikh puts PCB under pressure to amend constitution for third term,0,
1505,Lord Ram in a secular court,0,
1506,Sit-in continues at Numaish,0,
1508,"My life as a little brown girl growing up in Scarborough, UK",0,
1510,180m children likely to live in extreme poverty: Unicef,0,
1511,Mother of DI Khan abuse victim requests PHC's supervision of investigation,0,
1513,Taming politics,0,
1514,Large-scale manufacturing growth slows down,0,
1515,More of the same: Javed Iqbal,0,
1516,"PML-N, opposition set to spar in National Assembly today over poll law",0,
1517,Govt enlists help of religious scholars to end Islamabad sit-in,0,
1518,PM sees economy touching 6pc growth rate next year,0,
1519,President’s powers linked to PM’s advice: Attorney general,0,
1520,Abbasi calls meeting of CCI on 24th,0,
1521,National Assembly passes bill to control power regulator,0,
1522,Absence of senators continues to delay delimitation bill passage,0,
1523,"Lahore Blues, Karachi Whites score identical T20 wins",0,
1524,"Aquifer feeding Katas Raj pond is under severe stress, SC told",0,
1525,Saved by a whisker: sole survivor of Buleda massacre recalls ordeal,0,
1526,CAA wants PIA chief to put ‘house in order’,0,
1527,PSP to work for all ethnic groups: Mustafa Kamal,0,
1528,Woman freed from Taliban captivity in Pakistan details brutality,0,
1529,Renault signs new agreement to assemble cars in Pakistan,0,
1530,Current account gap widens 122pc,0,
1531,Special economic zones take centre stage as CPEC talks advance,0,
1533,"Stunning aerobatics display in Quetta by air forces of Pakistan, China",0,
1534,Accountability court declares Ishaq Dar an absconder,0,
1535,"US, Afghan forces strike at opium factories to curb Taliban funds",0,
1536,What you need to know about Nida Butt's new play The 39 Steps,0,
1537,"Khan, Tareen disqualification case: 'A trust is an asset,' argues PML-N's Hanif Abbasi",0,
1538,Iran's president calls Arab League 'worn-out' body,0,
1542,Keeping Up with the Kardashians ... in outer space?,0,
1543,Peshawar High Court orders security for girl forced to parade naked in DI Khan,0,
1544,"Intelligence Bureau, TV anchor stick to their guns on alleged monitoring of lawmakers",0,
1545,CPEC's next phase to enable technology transfers from China to Pakistan: Ahsan Iqbal,0,
1547,Opposition bid to restrict disqualified persons from holding party office foiled by govt,0,
1549,"3 suspected militants, Indian commando killed during gun fights in held Kashmir",0,
1550,Court issues non-bailable arrest warrants for SSP Rao Anwar,0,
1551,"SC takes notice of Islamabad sit-in, inquires about steps taken for freedom of movement",0,
1552,At least 50 dead in Nigeria mosque bombing during early morning prayers: police,0,
1553,Trump asks Supreme Court for full enforcement of travel ban,0,
1554,Chinese tech giant Tencent surpasses Facebook in value,0,
1555,"FIA arrests eight suspected human traffickers from Gujrat, Gujranwala",0,
1557,Most Indians unhappy with Modi’s handling of Pakistan: survey,0,
1558,China upset over Indian president’s visit to disputed border region,0,
1559,Brexit and the City: taking London’s financial pulse,0,
1560,Teenage girl dies as tanker crashes into house in Karachi's Korangi,0,
1562,Alliance with PTI on all seats across country: JUI-S,0,
1563,Prosecutor seeks probe of rights abuses by US personnel in Afghanistan,0,
1565,Kohli slams 50th ton as Sri Lanka hang on for draw,0,
1566,An unspoken ordeal: Rape and 'forgiveness' in Pakistan's madressahs,0,
1567,'Advanced' cyber attack targets Saudi Arabia,0,
1568,Senate body takes notice of girl paraded naked in DI Khan,0,
1569,Maryam Nawaz's spot the difference tweet got her trolled on Twitter,0,
1570,India's candidate re-elected to International Court of Justice as Britain pulls out of race,0,
1573,Security personnel martyred in exchange of fire with suspected terrorists in Turbat,0,
1574,Power-hitting Faisalabad trio deliver knockout punch to Pindi,0,
1577,Mnangagwa set to replace Mugabe,0,
1579,A new look for Barbie,0,
1580,The flames of bigotry,0,
1581,This woman defied stereotypes to become a rickshaw driver and found financial independence,0,
1583,This ancient cookie recipe is still a hit in Khyber Pakhtunkhwa's rural areas,0,
1584,Asia-Pacific a global destination for investment: UN,0,
1586,"'Mockery of justice should be stopped': Nawaz, Maryam appear before court in corruption trial",0,
1587,OICCI pledges to empower women,0,
1588,ETPB seeks recovery of 300 kanals of land in Lahore,0,
1589,Indian entry could tighten global LNG markets,0,
1590,"Textile, clothing exports grow 7pc",0,
1591,Health costs see sharp increase in Pakistan,0,
1592,Chairman wants to build people-friendly image for NAB,0,
1593,Pakistan calls for negotiated end to Afghan war,0,
1594,ECP summons PTI finance secretary in foreign funding case,0,
1595,"NFC award has to be finalised within five years, Senate chairman rules",0,
1596,Rejection of opposition bill irks Imran Khan,0,
1597,State organs should let each other work: Hashmi,0,
1598,China reiterates support for Pakistan in execution of CPEC,0,
1599,PML-N defeats Nawaz-specific amendment to election law,0,
1601,State Dept officials accuse Tillerson of violating law on child soldiers,0,
1603,FIFA panel bans three disgraced officials for life,0,
1604,"North Korea 'full of rage, anger' over name being put on US 'wretched' terror list",0,
1606,Sindh govt to make tracking devices compulsory for all motorcycles,0,
1607,At least 30 killed in farmer-herder violence in Nigeria: police,0,
1608,Passage of delimitation bill delayed further,0,
1611,Pakistan Stock Exchange closes on flat note,0,
1614,Govt denies boxer Waseem's allegations of lack of funding,0,
1617,'Butcher of Bosnia' found guilty of genocide by UN court,0,
1618,Israeli Jew's Instagram account suspended after Muslims protest photo at Masjid-i-Nabawi,0,
1619,Hafiz Saeed set to be freed after LHC turns down extension in detention order,0,
1620,I usually choose heroes from among people: Iran's Majidi on not casting Deepika,0,
1621,Army major martyred during operation against terrorists in DI Khan,0,
1622,Palestinians announce US meeting freeze over office row,0,
1623,16 foreigners recovered in operation by security forces in Turbat,0,
1624,China slams 'wrong' US sanctions on North Korea-tied traders,0,
1625,Kendall Jenner is the highest-paid model with $22 million a year,0,
1626,Journalist killing by Indian soldier 'in scuffle' shocks country,0,
1627,"SC accepts all 9 petitions challenging Elections Act 2017, asks to set date for hearing",0,
1628,"Hackers stole data from 57 million Uber riders, drivers: CEO",0,
1629,Dr Asim files contempt of court petition against Interior Ministry in Supreme Court,0,
1630,US warns citizens of risk of missiles from Yemen hitting Saudi Arabia,0,
1632,PIA incurred Rs1.5 billion losses on New York service last year: aviation official,0,
1633,Two more celebrities fall as women break silence,0,
1634,Thailand ‘not deporting’ runaway Uighurs,0,
1635,"Security audit of over 1,000 bank branches to be carried out in Karachi",0,
1636,Journalist shot dead by Indian soldier,0,
1639,US air strike kills over 100 militants in Somalia,0,
1640,Singapore to deploy driverless buses from 2022,0,
1641,Indian navy the odd man out in Asia’s ‘Quad’ alliance,0,
1642,Shahbaz seeks verdict in damages suit against Imran,0,
1643,Sharif disappointed with PPP support for ‘black law’,0,
1644,Parliamentary panel on accountability laws fails to make headway,0,
1645,Siraj urges smooth issuance of CNICs in Balochistan,0,
1646,Threat to democracy is from rulers: Kamal,0,
1647,Photojournalists attacked by Faizabad protesters,0,
1648,PM Abbasi wants timely completion of CPEC projects for Gwadar,0,
1649,"PIA has no plan to sell Roosevelt Hotel, NA panel told",0,
1650,24th amendment’s passage from Senate hits snags,0,
1652,Curtains for Dar after finance job taken away,0,
1655,"Smith, Root continue war of words on series eve",0,
1656,PM Abbasi approves Ishaq Dar's leave request,0,
1657,Facebook apologises for removing condolence messages for Toto Riina,0,
1659,Supreme Court to take up challenges to election law,0,
1660,Sharif paid 163 MNAs money to defeat bill in NA: Imran,0,
1661,"Disagreements, but no forward bloc in PML-N",0,
1664,‘Butcher of Bosnia’ jailed for life,0,
1665,"Uber paid hackers $100,000 to cover up massive data breach: CEO",0,
1666,Nepra allows Rs3.40 hike in Wapda’s bulk tariff,0,
1667,‘Logistics industry must prepare for CPEC challenges’,0,
1668,Listed companies required to improve transparency,0,
1669,Govt may ban import of furnace oil,0,
1670,‘Banking business models need review’,0,
1671,Index inches up on heavy trading in K-Electric,0,
1672,Bangladesh to get $300m ADB loan for road corridor,0,
1673,PCB to file case against BCCI at ICC in January: Sethi,0,
1674,Pakistan welcomes US offer to take on Tehreek-i-Taliban Pakistan,0,
1675,Millers ask govt to allow export of surplus sugar,0,
1676,China’s road through Pakistan,0,
1677,Myanmar and Bangladesh sign deal over Rohingya repatriation,0,
1678,Chinese police shut down Victoria's Secret after party,0,
1679,IHC reserves judgement on Nawaz's application to club accountability references,0,
1680,How ordinary citizens make their way through Faizabad during the sit-in,0,
1681,Varun Dhawan gets in trouble with Mumbai police after taking selfie,0,
1682,At least eight killed in suicide attack in Afghanistan's Nangarhar province,0,
1683,India voices concern over Hafiz Saeed's imminent release,0,
1684,Bajwa says army will support civil govt's initiatives in Balochistan,0,
1685,"Inferno destroys village in Shangla district, 20 injured",0,
1686,"Diverting gas from Sindh to other provinces 'unconstitutional', says CM Shah",0,
1687,Palestine bypass Israel in FIFA rankings for the first time,0,
1688,Suspect in MQM leader's murder case sent to jail,0,
1689,HRW condemns 'abusive' Saudi counterterrorism law,0,
1691,"Capital authorities step up efforts, devise strategy to disperse Faizabad protesters",0,
1692,A win for ex-PM,0,
1693,"SC seeks NAB, govt reports on action taken against 436 Pakistanis named in Panama Papers",0,
1694,Pakistan concerned as Bangladesh hands six JI leaders death penalty,0,
1695,Michael Jackson's Neverland Ranch is becoming a museum,0,
1696,Three Muslim clerics attacked 'for covering their head' aboard Indian train,0,
1698,"I play every guy's dream girl, says Neelum Muneer at Chupan Chupai's trailer launch",0,
1699,5 ways Verna could have been a better film,0,
1700,Country's decisions will be taken on streets if situation not resolved: SC on Faizabad sit-in,0,
1701,Senior Indian Army officer arrested for allegedly ordering to shoot journalist,0,
1702,Backlash in India after minister says cancer is 'divine justice',0,
1703,Man arrested for assaulting wife,0,
1704,Sexual attacks against Rohingya may be war crimes: UN envoy,0,
1705,"Katas Raj case: 'Will halt water supply to cement factories if necessary,' says CJP",0,
1707,Migrants sold into slavery in Libya tell of 'total hell',0,
1710,Cinepax Cinemas' website hacked,0,
1711,Doctor in KP sacked after nurse accuses him of harassment,0,
1712,Australia rally to restrict England on gripping opening day,0,
1713,Kohli sees back-up all-rounder in Shankar,0,
1715,"Barca, Chelsea advance as United lose",0,
1717,Yugoslav war crimes court helped end era of impunity,0,
1719,Puigdemont’s party shelves ‘unilateral’ independence push,0,
1720,"Mugabe granted immunity, assured of safety in Zimbabwe",0,
1722,Sudan’s Bashir asks Putin for ‘protection’ from US,0,
1723,Suicide attack kills eight in Afghanistan,0,
1725,"US steps up bombing, uses stealth fighters in Afghanistan",0,
1726,Sindh Assembly demands registration of 13m women voters in country,0,
1727,"95pc children in prisons are under trial, PA told",0,
1728,Chinese firm probes if children work in African mines,0,
1729,"Lankan PM, Modi hold talks on joint projects",0,
1730,India sets curbs on onion exports as prices surge,0,
1731,Being a journalist 'behind enemy lines',0,
1732,"EU to unveil priority energy projects, prepares for Brexit",0,
1733,Chinese delegation discusses revival of KCR with Sindh transport minister,0,
1734,PML-N to seek explanation from MNAs skipping ‘vital’ NA session,0,
1735,"Who is backing Faizabad sit-in, asks SC judge",0,
1736,Zardari rebuffs Nawaz Sharif’s offer for handshake,0,
1737,NAB team heading to UK for probe into Sharifs’ property,0,
1738,Govt delaying renewal of Musharraf’s diplomatic passport,0,
1740,India wants envoy to accompany spy Jadhav’s wife,0,
1741,Qatar reassures investors on currency access,0,
1743,"100 Pakistanis own properties in Dubai, FIA tells NA body",0,
1744,Pakistan warns of RAW’s nexus with terrorist groups in Afghanistan,0,
1746,NA panel wants NAB to probe Pakistan Steel Mills shutdown,0,
1747,Court in Peshawar orders inquiry against journalist,0,
1748,Power companies ordered to refund consumers Rs2.23 a unit for October,0,
1750,India’s cotton exports to drop sharply,0,
1751,"Cabinet approves appointments,  MoUs",0,
1752,Demonstration marks anniversary of Indian attack on passenger bus,0,
1754,Misuse of faith,0,
1755,Weekend Grub: Does new burger joint Jucy Lucy live up to its Karachi Eat hype?,0,
1756,Reservations regarding CPEC echo in Senate,0,
1757,NED alumnus sells company to chip-maker Marvell for $6bn,0,
1758,China closing main road connection with North Korea,0,
1759,Death of minor girl in Karachi road accident sparks protests,0,
1760,"Did not conceal receiving AED 50,000 salary from UAE firm: Khawaja Asif's reply to IHC",0,
1761,Jude Law lands role in Captain Marvel,0,
1762,At least 235 killed in attack on Egypt mosque during Friday prayers: state media,0,
1763,What you need to do to prevent devastation from lung cancer,0,
1764,Saudi-led coalition: Defence minister asked not to make commitments without notifying Senate,0,
1765,Prince Harry and Meghan Markle's engagement rumours is bad news for UK's bookies,0,
1766,"'I am fighting for the freedom of Pakistan and Kashmir', Hafiz Saeed says after release",0,
1767,"Harassment, rape allegations against notable cultural icon rattle Nobel literature academy",0,
1768,"Two 'terrorists' from banned organisations arrested by FC, claims ISPR",0,
1769,Council of Islamic Ideology meeting called to discuss Faizabad protest,0,
1770,Fazl fears delay in general elections,0,
1771,Chief Justice takes notice of illegal construction in Murree,0,
1772,China cuts import tariffs on some consumer goods,0,
1773,Government's 'final warning' to Islamabad protesters lapses without breakthrough,0,
1774,Former White House adviser moves to cooperate with Russia probe: report,0,
1775,AIG martyred in suicide blast targeting Peshawar police,0,
1776,Urdu edition of Malala’s book 'will remove misconceptions',0,
1777,D.I. Khan assault case,0,
1778,Contempt of court notice issued to Ahsan Iqbal for inaction over Faizabad sit-in,0,
1779,11 weird things you can buy real cheap at desi Black Friday right now,0,
1782,India slams release of Hafiz Saeed,0,
1783,SC issues notice to interior secy for not removing Dr Asim's name from ECL,0,
1785,Padmavati controversy gets deadlier as a corpse surfaces near Jaipur,0,
1786,ATC orders Imran Khan to record statement in 2014 PTV attack cases,0,
1787,Guarantor seeks 3 weeks to present Ishaq Dar before accountability court,0,
1788,Myanmar braces for Pope Francis visit as Buddhist nationalism burns bright,0,
1790,Man kills girl over marriage refusal,0,
1791,Study hacks to ace your exams,0,
1792,Story Time: The writer,0,
1793,Five ways to make studying more fun,0,
1794,Word of  the week,0,
1795,Wonder Craft: Car track wall art,0,
1796,‘Power cuts in high loss feeders to continue’,0,
1797,Book review: Who is J.K. Rowling?,0,
1799,US foreign policy in Middle East doesn’t exist anymore,0,
1800,CCI accepts demands for audit of 5pc census blocks,0,
1801,SBP keeps interest rate unchanged,0,
1802,Govt zeroing in on option to replace Dar,0,
1803,"PM, army chief to visit Saudi Arabia next week",0,
1804,"Political motives behind sit-in, ISI tells Supreme Court",0,
1805,US urges Pakistan to re-arrest Hafiz Saeed,0,
1806,"China to get 91pc Gwadar income, minister tells Senate",0,
1807,Islamabad High Court declares Faizabad sit-in ‘a terrorist act’,0,
1808,CCI decides to constitute National Task Force on Education Standard,0,
1809,Kindergartens in China under fire after parents spot needle marks on kids,0,
1810,Govt orders military deployment in Islamabad after day-long operation against protesters,0,
1814,"US warns of 'damage to bilateral ties, Pakistan’s reputation' over Hafiz Saeed's release",0,
1816,Has the state bungled the Islamabad operation?,0,
1817,Protesters attack Law Minister Zahid Hamid's residence in Sialkot,0,
1818,Selena Gomez suits up to celebrate being Billboard's Woman of the Year,0,
1819,"Islamabad protesters 'contacted India', claims Interior Minister Ahsan Iqbal",0,
1820,COAS asks PM Abbasi to tackle Islamabad protest 'peacefully',0,
1821,Did Depilex really need a solo hair and makeup show?,0,
1822,PPP's Sharjeel Memon moves SC for bail in accountability reference,0,
1823,"News channels go off air, Facebook and YouTube blocked in parts of Pakistan",0,
1824,"In pictures: Islamabad standoff intensifies as security forces, protesters clash",0,
1825,Textbooks – kudos to Punjab,0,
1826,Spineless in Isloo,0,
1827,Peace in Kashmir,0,
1828,Sindh High Court's common room for women is a small victory for female lawyers,0,
1829,New SC bench appointed to hear Hudaibiya Paper Mills case on Nov 28,0,
1830,"4 killed, 19 injured in explosion on Quetta's Sariab Road",0,
1831,People speak,0,
1832,Makers did not specify if Padmavati was based on fiction or historical facts: Indian censor board,0,
1834,"A law enforcement, administrative failure",0,
1835,WOMEN OF THE VENETIAN PALAZZO,0,
1836,ESSAY: WHY STONER CAME BACK AS A CLASSIC,0,
1841,NON-FICTION: VICTIMS OF NEO-LIBERALISM UNITE,0,
1842,35 people injured in violent clashes in Karachi,0,
1843,Volatile situation restricts people indoors in Lahore,0,
1844,Gunmen in Egypt attack ‘carried IS flag’; death toll rises to 305,0,
1845,"Unjust selection, poor first-class cricket structure hurting the game: Rashid Latif",0,
1846,BCCI aim for Pakistan snub at ICC moot,0,
1847,Smith scores masterful ton as England crack in Ashes battle,0,
1849,Sit-ins diminish industrial output in Karachi,0,
1850,ECP gives final notice to parties for meeting Elections Act requirements,0,
1851,PML-N top brass mulls Hamid’s resignation,0,
1852,The sari has never been about a ‘Hindu’ identity,0,
1853,First aid flight in weeks lands in rebel-held Sanaa,0,
1854,Four militants killed in CTD encounter in Faislabad,0,
1855,31 bodies recovered after migrant boat sinks off Libya,0,
1856,SMOKERS’ CORNER: ‘PAKISTAN KA MATLAB KYA...?’,0,
1858,Anti-PPP alliance claims it will form government in Sindh after next elections,0,
1859,Life remains paralysed as sit-ins continue across country in solidarity with Faizabad protesters,0,
1860,Saudi-led coalition to assist member countries in counter-terrorism operations: Gen Raheel,0,
1861,"$400m World Bank loan to help improve education, heatlh",0,
1862,Glee star Naya Rivera arrested on domestic battery charges,0,
1863,Stocks decline 596 points as entire energy chain takes a hit,0,
1864,Non-textile exports grew 13.6pc in July-October,0,
1865,"Pemra, PTA order the restoration of TV channels and social media",0,
1866,Transgender woman shot dead in Peshawar,0,
1867,"Soaring to a new record high, Bitcoin currency is not without risk",0,
1868,"Islamabad operation: 6 killed in clashes between LEAs, agitators on Saturday",0,
1869,"At Faisalabad lit fest, writers lament the ratings game's effect on TV dramas",0,
1870,"Blast rocks Chinese megaport city, two dead",0,
1871,These chilli recipes will keep you warm as winter arrives in Pakistan,0,
1872,Govt calls in Punjab Rangers to 'handle' Islamabad protesters,0,
1873,New carmakers extend footprint in Pakistan,0,
1874,The fall of Dar,0,
1875,Govt asked to satisfy court on 'role of armed forces as an arbitrator' in agreement with protesters,0,
1876,TLY chief Khadim Rizvi orders followers to end sit-ins across country after govt gives in to demands,0,
1877,Uber’s problem: a culture of dishonesty,0,
1878,One way to bridge Pakistan's widening trade deficit,0,
1879,Unfulfilled promises move local money away from KP,0,
1883,"No harm in taking resignations if it helps defuse the situation, says Raja Zafarul Haq",0,
1884,Pakistan’s interest ends in Doha as final five cueists crash,0,
1885,Injury-time Sanchez penalty lifts Arsenal up to fourth,0,
1887,Kohli’s double century headlines India’s run feast in second Test,0,
1888,Indian woman in annulled marriage case denies she was forcibly converted,0,
1889,Report rules out Pakistan-India nuclear war,0,
1890,Govt set to launch Neelum-Jhelum power project despite Wapda's lack of planning,0,
1891,Should PMLN remove the 'N' factor?,0,
1892,Deplorable media blackout,0,
1893,"8,628 policemen to provide security to Chup Tazia processions today",0,
1894,Contestant from South Africa wins Miss Universe crown,0,
1896,"Volcano erupts in Bali, causes flight disruption",0,
1897,A look inside Karachi’s wholesale vegetable market,0,
1898,"What forced govt to sign agreement with Faizabad protesters, asks Rabbani",0,
1899,Raja Zafarul Haq committee report on controversial amendment comes to light,0,
1900,An overview of the crisis that forced the government to capitulate,0,
1901,"FIA arrests 4 Nadra officials, 3 agents in Karachi for allegedly issuing CNICs to foreign nationals",0,
1902,Women doctors don’t choose to leave work; they are forced out of their careers,0,
1903,We now know why Titanic's Jack and Rose couldn't fit on that door,0,
