,head,topic_rep,0.43: Kashmir
15613,Russia to start offering spacewalks for tourists,0,
15614,"PPP minister Mir Hazar Khan Bijarani, wife found 'shot dead' in Karachi home",0,
15615,SC nullifies Sindh High Court's decision to order retrial in Shahzeb Khan murder case,0,
15616,Rizwan Sr appointed captain for tri-nation hockey tournament,0,
15617,Petrol bomb thrown at Suu Kyi's lakeside villa: Myanmar govt,0,
15619,ECP restores MQM-P's registration,0,
15620,Baaghi faces fresh controversy right before its final episode airs,0,
15622,CJP takes suo motu notice of foreign bank accounts held by Pakistani citizens,0,
15624,"Kicking off 'European tour', Tahirul Qadri leaves for London",0,
15625,This Pakistani artist is challenging gender inequality with her work,0,
15626,Amitabh Bachchan's losing Twitter followers and he's not having it,0,
15627,CAS unbans 28 Russian athletes accused of doping,0,
15628,"Will make Karachi a city the world admires, Nawaz promises",0,
15629,NA body rejects polarising amendment to law seeking public hanging for child abusers,0,
15630,"'To seek forgiveness, one has to accept dishonesty first,' says CJP during disqualification case",0,
15631,7 die as van plunges into ravine in Gilgit-Baltistan,0,
15633,NAB to probe alleged corruption in multi-billion-rupee Karachi Safe City Project,0,
15635,"Strike across Mehar Town for arrest of killers of UC chairman, sons",0,
15636,Many towns in upper Sindh shut to mourn Bijarani’s death,0,
15637,"Sialvi denies any deal with PML-N, accuses govt of spreading rumours",0,
15638,DI Khan police told to arrest key suspect in stripping case by court,0,
15639,Establishment never accepted Constitution: Afrasiab Khattak,0,
15640,FIA arrests man over Malakand child pornography,0,
15641,OBITUARY: BIJARANI — A HUMBLE  TRIBAL CHIEF,0,
15644,Kava soothes stress of New York millennials,0,
15645,Allahyar and the Legend of Markhor barely raises the bar for children's films in Pakistan,0,
15646,IHC scraps process for Nadra chief’s appointment,0,
15648,Govt not discouraging provinces from building power plants: Leghari,0,
15649,French climber recalls horror descent from Nanga Parbat,0,
15650,"Post-mortem report suggests Bijarani shot wife, then committed suicide: police",0,
15651,Man found guilty of fatal London mosque attack,0,
15654,SC seeks report about Pakistanis holding foreign assets,0,
15657,Law change to allow US to withhold $350m aid to Pakistan: report,0,
15658,Sindh sales tax collection up 47pc in January,0,
15659,"Spurs spoil Sanchez’s United debut, Bournemouth down Chelsea",0,
15660,US prosecutors probing global sports corruption: NYT,0,
15661,North Korean athletes arrive in South Korea for Winter Olympics,0,
15662,"Poland passes Holocaust bill, infuriates Israel, Ukraine",0,
15663,100 years of women’s suffrage: how the struggle changed history,0,
15664,Inflation jumps to 4.4pc,0,
15665,Is Sonam Kapoor tying the knot this summer?,0,
15666,"7-year-old boy raped, strangled to death in Karachi, say police",0,
15667,Beijing in talks over military base in remote Afghanistan: officials,0,
15668,Bollywood actors are posing with pads to challenge taboos about menstruation,0,
15669,Blatter claims he has new evidence to challenge 6-year FIFA ban,0,
15670,BZU student rape case: Six accused sent on physical remand,0,
15671,11-year-old Abbottabad girl choked on a piece of orange: medical report,0,
15672,"Mendis, de Silva lead Sri Lanka run fest",0,
15673,"Fake currency racket busted in Peshawar, millions recovered",0,
15674,PSX ends dull week on flat note,0,
15675,11 Pakistanis among 90 migrants feared dead in boat capsize off Libya,0,
15679,'This was a terrorist attack' — London mosque attacker jailed for at least 43 years,0,
15680,"Pakistan urges Afghanistan to support border fencing, terms it mutually beneficial",0,
15681,"Army chief, Prince Salman hold meeting in Riyadh",0,
15683,Eight-year-old Karachi girl raped in Landhi area,0,
15684,Punjab govt prepares booklet to create awareness among children about sexual abuse,0,
15686,Facebook booming even as time spent on it drops,0,
15687,"'Thought of girl as my own daughter,' explains PML-N senator criticised for 'groping' minor",0,
15690,"'Future of Pakistan's democracy uncertain,' Nawaz says",0,
15691,Nehal Hashmi denotified from Senate,0,
15692,Stokes named in England squad for New Zealand series,0,
15693,Referee banned for kicking footballer during a match,0,
15694,SC takes suo motu notice of PML-N leader Daniyal Aziz's 'anti-judiciary' speech,0,
15695,CJP questions millions allegedly spent on former PTV chairman Attaul Haq Qasmi,0,
15696,"5-year-old boy abducted, assaulted in Faisalabad: police",0,
15697,"7,500 students from across Pakistan to participate in Math Challenge 2018",0,
15698,"No, the wazir-e-ala Punjab did not call you",0,
15699,NAB orders inquiry into Imran Khan's alleged underpayment for use of KP helicopters,0,
15700,"Pak, Afghan joint working groups to meet in Kabul on Saturday: FO",0,
15701,Baaghi's heartbreaking final episode left out some key culprits behind Qandeel's suffering,0,
15702,Australia and Germany finish first Davis Cup day at one-all,0,
15704,White House declassifies partisan memo on Russia probe,0,
15706,FIA’s Interpol wing issues ‘Blue Notice’ to trace Rao Anwar,0,
15707,Multan metro bus case: NAB likely to summon CM Punjab after hearing 14 officers out,0,
15708,School syllabus should have content on interfaith harmony: NCHR,0,
15709,Wonder Craft: Toothpick yarn basket,0,
15710,Getting started with writing,0,
15711,Mailbox,0,
15713,Reflection: Remembering the 15 years of school life,0,
15714,Book review: Real Friends,0,
15715,Story Time: The day I met Harry Potter,0,
15716,"Mendis, de Silva enjoy run feast on Chittagong featherbed",0,
15717,Mardan transgender persons take police to court over harassment,0,
15718,Sethi asked to ensure presence in next Senate body meeting,0,
15719,Militant hideout found in Afghan capital shows security failure,0,
15720,"Aisam, Aqeel hand Pakistan 2-0 lead against South Korea",0,
15721,"Beautician allegedly raped by taxi driver in Rawalpindi, say police",0,
15722,Tomasz Mackiewicz: the free spirit in love with 'killer mountain' Nanga Parbat,0,
15723,NSC hopes money laundering watchdog won’t be politicised,0,
15726,US general rules out military operations inside Pakistan,0,
15727,Rehman Malik wants Benazir’s assassins brought back from Afghanistan,0,
15729,"China, UNDP sign accord to help crisis-hit areas of Fata, Balochistan",0,
15730,Criticism of KP police ‘pre-planned’: PTI,0,
15731,"Baloch militants no longer a threat to CPEC, says Chinese envoy",0,
15732,"With nod from Sindh, gas sector reforms cross hurdle",0,
15734,Russian steelmakers expect strong demand in 2018,0,
15735,Amazon posts largest profit in its history,0,
15737,The weekly weird,0,
15738,Story Time: Ella babysits,0,
15739,Story Time: Health is wealth,0,
15740,"FIFA World Cup trophy unveiled in Lahore
",0,
15741,"Teenager arrested in Karachi for allegedly raping, murdering brother",0,
15742,Lux Style Awards 2018 will now be directed by Vaneeza Ahmed,0,
15743,"Nehal Hashmi does not have any heart ailment at the moment, say PIMS doctors",0,
15744,"A stroll through the PAF museum: When a soldier takes up brushes, art happens",0,
15745,Theatre actor Sumbul Khan shot dead in Mardan,0,
15747,"8 more children die in Thar of malnutrition, infections",0,
15748,"Lynn, Maxwell star for Australia in successful run chase against New Zealand",0,
15749,16 Pakistanis died in migrant boat tragedy off Libya: Foreign Office,0,
15750,"Mohammed Hadid, father to Bella and Gigi, accused of rape",0,
15751,11 soldiers martyred in suicide attack on army unit in Swat: ISPR,0,
15752,"Girls at Karachi govt school showcase artistic flair, science projects",0,
15753,Spotlight,0,
15754,"Pakistan, Afghanistan agree to continue talks on joint action plan",0,
15755,"CJP vows to 'protect democracy', rejects accusations judiciary acting as 'part of a plan'",0,
15756,Suspect arrested for petrol bomb thrown at Suu Kyi's Yangon villa,0,
15757,How mid-century Arab thinkers embraced the ideas of Freud,0,
15758,Irregularities of Rs300 billion found in Punjab Finance Department: Auditor General,0,
15759,Tick Tock is a necessary movie because there's hardly any content for children: Ahsan Khan,0,
15760,Advice:Classroom etiquettes,0,
15761,Are The Spice Girls actually making a comeback?,0,
15762,Afghanistan rethink,0,
15763,PML-N ups the ante,0,
15764,"Suspect who 'helped the main accused flee' arrested in Asma murder case, say Kohat police",0,
15765,Father pardons man he saw rape his 17-year-old hearing-impaired daughter,0,
15768,The state and diyat,0,
15770,Man arrested for 'attempting to rape' 7-year-old girl in Jhelum: Police,0,
15771,Ali Gul Pir's new song is a rap battle between conservatives and liberals,0,
15772,India win Under-19 Cricket World Cup for the fourth time,0,
15773,Wars can be most dangerous when they are close to the end,0,
15774,US immigration officers crackdown on immigrants in 'sanctuary state' California,0,
15775,CPEC coal-based power plants to damage environment: ADB,0,
15776,FBR to facilitate individual taxpayers,0,
15777,Stocks snap six-week gaining spell,0,
15778,Sindh farmers seek agriculture policy,0,
15780,More Russian athletes may make it to Olympics: IOC,0,
15781,N. Korea’s Berlin embassy ‘used to acquire nuclear tech’,0,
15783,US to develop tactical weapons under new nuclear strategy,0,
15784,Oxford professor charged with rape,0,
15785,Trump claims memo ‘totally vindicates’ him in Russia probe,0,
15786,Controversial meet at Model Town: Rana Sanaullah clarifies remarks before body that Sialvi refuses to own,0,
15787,Sheikh Rashid seeks PM’s disqualification,0,
15788,Injured  Du Plessis out of ODI series,0,
15789,Ahsan asks SC to prove independence by sending Musharraf to jail,0,
15791,PTI chief never hired official copter for private use: KP govt,0,
15792,PTI to finalise candidates for  Senate polls today,0,
15797,COLUMN: THE POLITICS OF LISTENING,0,
15798,FICTION: THE DECEPTION OF SIMPLICITY,0,
15799,NON-FICTION: POLICING IN THE AGE OF TERRORISM,0,
15801,KP forensic lab set to start operations after receiving DNA kits,0,
15802,Russian pilot 'killed in fighting' after plane downed in Syria,0,
15803,"Footballs made in Sialkot will represent Pakistan at 2018 FIFA World Cup
",0,
15805,Jirga supports fencing of Pak-Afghan border,0,
15806,Rs37m released for local production of stents to be audited,0,
15807,Imran’s ‘threatening’ one-liner startles journalists,0,
15809,No compensation for Kurram houses rebuilt by returnees,0,
15810,Agriculture institute to resume academic activities from Feb 6 amid security concerns,0,
15811,At least 8 dead in tribal clash in Balochistan's Chaghi district,0,
15814,PPP nominates Thari woman to contest Senate polls on general seat,0,
15816,Bodies of around 20 migrants recovered from sea: Spanish official,0,
15817,"PML-Q, PTI to contest Senate elections together: Pervaiz Elahi",0,
15818,Mominul guides Bangladesh to draw with record ton,0,
15819,Israel 'legalising' rogue settlement in response to rabbi murder: Netanyahu,0,
15820,Karachi’s anomalies,0,
15821,"Tesla, Australia to turn 50,000 homes into power generators",0,
15823,"Mother, daughter killed in 'accidental' hand grenade explosion in Panjgur",0,
15824,Younis Khan is making headlines on Twitter and you'll never guess why,0,
15825,Man allegedly kills 4 family members for deciding daughter's marriage proposal against his will,0,
15827,More trouble,0,
15829,JI local leader gunned down in Bannu,0,
15830,CRICKET: WHAT WE LEARNT DOWN UNDER,0,
15831,This Arabic cheese dessert recipe is the answer to all your sugar cravings,0,
15832,Sajid Hasan shares horrifying hair transplant ordeal,0,
15834,'Accomplice' in Asma murder case sent on 14-day judicial remand by Kohat court,0,
15835,FIA arrests 4 suspected human traffickers behind migrant boat tragedy in Libya,0,
15837,"""He assaulted me, but that didn’t kill me,"" Uma Thurman details encounter with Weinstein",0,
15838,Rizwan Sr appointed captain for tri-nation hockey tournament,0,
15839,Toba village mourns Fariha Razzaq’s death,0,
15841,Food exports gains not enough to plug deficit,0,
15842,"It ‘feels a bit like 2006’ for stocks, economy. That should scare us",0,
15843,Peak smartphone: what are Apple and Samsung going to do now?,0,
15844,"Aubameyang, Sanchez make themselves at home as Man Utd cut gap on City",0,
15845,Chahal sends SA reeling as India complete crushing win,0,
15846,Perturbed Olympics body threatens to expel boxing,0,
15847,Higuain scores hat trick in seven-goal Juventus rout of Sassuolo,0,
15849,"New US policy increases nuclear risks, warn experts",0,
15851,Iraq names 60 most-wanted militants and Baathists,0,
15852,North Korea’s ceremonial head of state to visit South,0,
15853,Kamal warns K-4 project will not end Karachi’s water woes,0,
15854,PML-N and its ‘explanations’ for embracing Mushahid,0,
15855,"Ex-champions Serbia, Switzerland knocked out in Davis Cup first round",0,
15856,Drug makers feel a little better after change in pricing policy,0,
15857,Five killed in road accident near Muzaffarabad,0,
15858,"Public-private partnerships take root in Sindh, Punjab",0,
15859,Lack of vigour in NA-154 by-poll electioneering,0,
15861,Chinese bidders fight over Quetta safe city project,0,
15863,FO confirms 32 Pakistanis died in Libya boat tragedy,0,
15865,Making currency swap deal with China usable,0,
15867,PML-N set to become largest party in Senate after 18 years,0,
15871,SBP policy rate hike and its timing,0,
15872,"Record highs, record heists: what next for cryptocurrency",0,
15874,Victim protection,0,
15876,Chinese Film Month kicks off at Islamabad's arts council,0,
15877,Traffic policemen booked over death of 20-year-old man in Islamabad,0,
15878,Aamir Khan's Secret Superstar is the top earning film in China right now,0,
15880,Intruder in shroud shot for trying to enter Iran presidency,0,
15881,Indonesia to hold reconciliation meetings between terror convicts and survivors,0,
15882,Dubai airport retains top international spot in 2017,0,
15883,7 Bolly showstoppers at Lakme Fashion Week we're obsessing over,0,
15885,Pyeongchang Olympics to offer counselling to athletes subjected to sexual abuse,0,
15886,"1 killed, seven injured in roadside blast in Balochistan's Panjgur",0,
15887,De Kock becomes latest victim of South Africa injury bug,0,
15888,"Days of dictators' rule have ended, says Zardari",0,
15891,What schools should also teach,0,
15892,Rizwan Sr appointed captain for tri-nation hockey tournament,0,
15895,Paris attacks suspect refuses to answer questions at trial in Brussels,0,
15896,Apps or spyware?,0,
15898,Chinese national shot in Karachi 'targeted' attack dies,0,
15899,Attack in Swat,0,
15902,"4 Rawalpindi police officials suspended over 'torture', death of 19-year-old",0,
15903,Kylie Jenner ends pregnancy rumours... by announcing her daughter's arrival!,0,
15904,Rizwan Sr appointed captain for tri-nation hockey tournament,0,
15906,CJP takes suo motu notice of lawyers' alleged encroachment of Islamabad football ground,0,
15908,'Nawaz thinks PM is above the law': Imran responds to Sharifs' criticism at Peshawar rally,0,
15912,Kane rescues Spurs in Liverpool thriller,0,
15913,Krishna Kumari — from bondage to Senate’s doorsteps,0,
15914,‘Human agent’ held in Libya deaths case,0,
15915,Body to probe police laxity in child abuse cases,0,
15916,IOC rejects 15 Russian athletes for Winter Games despite bans lifted,0,
15917,London to host inaugural Athletics World Cup this year,0,
15918,PC-I approved for improving landfills in city on ‘scientific grounds’,0,
15919,Atletico close gap on Barca after Espanyol draw,0,
15921,Not just Trump,0,
15923,Asian stocks plunge after record-breaking loss on Wall Street,0,
15925,This book is all about the best of Pakistani cinema,0,
15927,"Despite worries of higher interest rates, market-watchers see a recession as a long shot",0,
15928,Battle over bodies rages quietly in Mosul long after IS defeat,0,
15929,Footprints: WHAT ABOUT THE WOMEN?,0,
15930,"Trappist planets have water, may be habitable: researchers",0,
15931,"PTI accuses PPP, PML-N of buying Senate votes",0,
15932,Newly discovered Berlin Wall segment to get protected status,0,
15933,SC issues show-cause notice to Talal Chaudhry in contempt of court case,0,
15934,Jirga in Laki Marwat gives Feb 28 deadline to arrest Asma's killers,0,
15936,"US wants to retain ties with Pakistan, Afghan leaders told",0,
15938,"Anti-jamming equipment, mobile phones worth Rs1.55bn seized in Karachi",0,
15941,S. Arabia says Yemen rebel ballistic missile shot down,0,
15942,Fafen seeks age-wise data to determine number of voters,0,
15943,Pro-govt leader survives bomb attack in Panjgur; brother killed,0,
15944,Row hits MQM-P over nomination of Senate candidates,0,
15945,Non-textile exports jump 19pc,0,
15946,EU negotiator warns Britain over Brexit customs plans,0,
15947,Next-wave LNG terminals get smaller to offer flexible supply deals,0,
15948,Regional trade grows in first half,0,
15949,Pakistan — the hottest market for South African coal,0,
15950,Eagles soar to Super Bowl as Patriots lose,0,
15952,Syria raids kill nearly 30 as war of words escalates over chlorine use,0,
15954,"Bitcoin drops below $6,200 for first time in three months",0,
15955,"
",0,
15956,UN investigates claims of chemical weapons being used in Syria,0,
15957,US General Dunford says war with North Korea will be 'nasty',0,
15958,Pakistan Stock Exchange loses 416 points amidst global sell-off,0,
15959,8-year-old boy allegedly raped by labourer in Jhelum,0,
15960,"By-poll for seat vacated by Nehal Hashmi to be held on March 1, ECP announces",0,
15961,Kangana Ranaut's upcoming movie Manikarnika under fire for 'distorting history',0,
15963,Chelsea's Conte nonchalant despite sacking threat looming,0,
15964,"US, Pakistan bilateral trade reached record high in 2017 despite tense ties, says report",0,
15965,Virat Kohli congratulates Aleem Dar on new business venture,0,
15966,Supreme Court stays life imprisonment of 14 convicted by military court,0,
15967,Ashwin adds leg-spin to his repertoire to stay relevant,0,
15968,Walnut trees destroyed in Chitral by Wapda to make way for transmission line,0,
15969,Farooq Sattar hints at reconciliation with MQM coordination committee,0,
15970,Mehsud tribesmen call on PM Abbasi to demand arrest of Naqeebullah's killers,0,
15971,China urges Pakistan to swiftly solve murder case of its citizen,0,
15976,Nawaz tells court will not be party to case on disqualification under Article 62(1)(f),0,
15977,"When water at Tarbela recedes, Bharukot Fort emerges to reveal an eventful history spanning centuries",0,
15979,6 sexist jokes everyone must avoid at the workplace,0,
15982,PSX in recovery mode after early-session shock,0,
15983,"Despite being at war against rebels, Saudi Arabia continues to send aid to Yemen",0,
15984,CJP asks govt to form policies to end menace of human trafficking,0,
15986,"CJP criticises KP police's 'less than exemplary' performance in rape, murder cases",0,
15988,Rahat Fateh Ali Khan sings for new Bolly flick Welcome To New York,0,
15990,"Zainab case suspect nominated in 7 other rape, murder cases in Kasur",0,
15991,"DNA sample matched in 4-year-old Mardan girl's rape, murder case: Punjab govt",0,
15992,Elections Act 2017 passed to reduce effect of disqualification: CJP,0,
15993,CJP penalises Punjab govt for 'discrimination against women',0,
15994,PML-N lawmaker from Balochistan arrested on allegations of corruption,0,
15996,Ex-WADA chief slams IOC response to Russia doping,0,
15997,Watford thrashing piles pressure on Chelsea boss Conte,0,
15998,Abid’s double ton takes Islamabad to semis,0,
15999,Street protests banned in BD ahead of Khaleda verdict,0,
16000,Drought forces Cape Town residents into midnight queues for water,0,
16001,US drops record number of bombs in Afghanistan,0,
16002,Suspect in Abdeslam’s shadow may be bigger player than thought,0,
16003,Another Sindh police team reaches capital to trace SP Rao,0,
16004,No headway in Chinese national’s murder probe,0,
16005,Woman found dead two months after free-will marriage,0,
16006,Traffic warden suspended for ‘taking bribe’,0,
16007,Bill suggests increasing punishment for animal cruelty,0,
16008,India look for unassailable lead against S. Africa,0,
16009,Tribesmen set ablaze offices of ‘militant  group’ in DI Khan,0,
16011,"In court clash, Waymo says Uber decided ‘to cheat’ to get ahead",0,
16012,Funds promised for development in constituencies held back: ministers,0,
16013,The Finance 202: Is Trump driving the stock market selloff?,0,
16014,Speedy justice in crime cases likely as DNA lab inaugurated,0,
16015,Dar among PML-N candidates for Senate polls,0,
16016,CJ warns of action against those influencing Asma case,0,
16017,Global markets take heart as Wall Street bounces back,0,
16018,Dispute over Senate tickets leaves MQM-P a fragmented house,0,
16019,Accountability judge rejects Sharif counsel’s plea for one-day adjournment,0,
16020,Bitcoin rebounds from 3-month low in volatile trade,0,
16021,Senate polls on Fata seats scheduled for March 3,0,
16023,Washington hints it could lift suspension,0,
16024,Mehsud tribe’s elders meet PM Abbasi,0,
16025,ADB climate change report paints apocalyptic scenario for Pakistan,0,
16026,"Govt keen to launch Islamabad, Karachi SEZs this year",0,
16027,NA body wonders why PIA didn’t take advantage of open skies,0,
16028,SC gives Tallal one week for replying to contempt charges,0,
16029,Dangerous collision,0,
16033,Maxwell mows down England single-handedly,0,
16034,Minimum Test pay the way to stop T20 takeover: Sangakkara,0,
16035,"Frieha Altaf apologises for ""hurting anyone's feelings"" following Insta story backlash",0,
16037,Game of Thrones creators to make new Star Wars movies,0,
16039,Quaid-i-Azam University breaks into top 100 of Asia University Rankings 2018,0,
16040,"Courts have authority to determine disqualification period, barrister tells SC",0,
16041,Fencing of Pak-Afghan border at Chaman to begin soon: security official,0,
16042,"Sharjeel, Latif's loss no big deal for Islamabad United: Ajmal",0,
16045,Naqeeb murder case: Four policemen recant confessions about staged 'encounter',0,
16048,Pakistan Stock Exchange recovers 211 points,0,
16050,Cosby's lawyers plan to delay trial if other accusers testify,0,
16051,Mohsin Abbas Haider is all set to play a mama's boy in Lashkara,0,
16053,"2 martyred, 3 injured as security force vehicle comes under attack in North Waziristan",0,
16054,"Seminary teacher, three associates convicted in rape-murder case of girl",0,
16055,Sara Ali Khan's only keen on working with Bollywood's A-listers,0,
16056,Sana tries to solve leadership ‘riddle’,0,
16057,Contempt case: SC gives Daniyal Aziz 10 days to arrange for a lawyer,0,
16058,'Spirits' combines traditional and contemporary art to depict different stages of life,0,
16059,"Maryam, Safdar approach IHC against accountability court decision to allow video link testimonies",0,
16060,Palestinian shot dead after stabbing Israeli guard: Israeli army,0,
16061,2 Afghan generals fired over military academy assault,0,
16062,"Azad is not a masala film, says director Rehan Sheikh",0,
16064,15-year-old cousin arrested for murder of Mardan minor girl: IG KP,0,
16065,Di Maria treble fuels PSG as Marseille hit nine,0,
16066,"22m children in Pakistan never went to school, moot told",0,
16067,"Karembeu believes France are ripe for World Cup success
",0,
16068,Green Line bus project delayed till April,0,
16069,"23 PPP, PSP aspirants submit nominations for Senate polls",0,
16070,"Court orders police to arrest Rao Anwar, associates by 19th",0,
16073,Govt plans free legal aid for the have-nots,0,
16074,Justice Yawar Ali takes oath as CJ,0,
16075,Projects that are ‘less equal than others’,0,
16076,Fire up the solar revolution,0,
16077,Army to be compensated in F-12 for its pre-partition land,0,
16078,Younis lauds holding cricket event at school level,0,
16079,LDA plots allotment in 1980s: NAB probe against Nawaz runs into snags,0,
16080,National Snooker set to begin from Feb 12,0,
16081,PTI delaying foreign funding case: ECP,0,
16082,"Plans on anvil to broaden tax base, says Abbasi",0,
16083,Displaced families demand survey of damaged houses,0,
16084,Judges do respond ‘publicly’ to criticism: SC,0,
16086,"Aid suspension to Pakistan has not paid off, US Congress told",0,
16087,Quake leaves buildings tilting precariously in Taiwan,0,
16088,"Libya tragedy: eight Pakistanis found alive, in smugglers’ captivity",0,
16089,SECP launches online company registration,0,
16090,Chinese police use high-tech glasses to seize suspects,0,
16092,Senators call for two-year ban on hunting birds,0,
16093,US names three Pakistanis as ‘terrorist facilitators’,0,
16094,‘Govt should be collecting more taxes from telcos’,0,
16096,Projects worth Rs155bn approved,0,
16097,FO condemns missile attack on Saudi city,0,
16100,Fata as a province,0,
16101,No more pardons for rape,0,
16103,"Trump's tweet was deeply hurtful to Pakistanis, Bilawal tells American news outlet",0,
16104,PCB serves Notice of Charge to Nasir Jamshed,0,
16105,Pakistan Stock Exchange's benchmark index plunges 416 points,0,
16106,Kevin Pietersen the only Quetta player refusing to travel to Pakistan: Gladiators owner,0,
16107,The power to effect change,0,
16108,"After #MeToo, Hollywood movie studios to add morality clauses in contracts",0,
16109,IHC partially accepts Sharif family's appeal against video link testimonies,0,
16110,Chief justice acknowledges ambiguity in Article 62 (1)(f),0,
16111,BRT project: Sindh CM approves design of underpass at Numaish in Karachi,0,
16112,Peshawar High Court disposes petition seeking judicial inquiry into APS incident,0,
16113,"Minor boy allegedly raped in Swabi, teenage suspect arrested",0,
16115,Upcoming Senate elections: 144 nomination forms submitted against 52 seats,0,
16116,"After massacres and rape, food being used as a weapon against Rohingya in Myanmar",0,
16118,'What measures have been taken to bring back Husain Haqqani?' SC asks,0,
16122,"Black Panther breaks stereotypes, celebrates Africa and its culture",0,
16123,Zayn Malik shares a throwback photo of his father with Dilip Kumar,0,
16124,Jordan's King Abdullah II arrives in Islamabad on two-day visit,0,
16126,"Swabi minor girl allegedly raped, 16-year-old suspect arrested",0,
16127,Council of Islamic Ideology debates public hangings in the wake of Zainab case,0,
16128,98pc foreign cricketers ready to visit Pakistan for PSL: Salman Iqbal,0,
16130,ECP dismisses Imran Khan's petition against Ziaullah Afridi,0,
16131,Two men arrested for allegedly raping 11-year-old in Lakki Marwat,0,
16133,Have a sibling? Then you'll relate to Sanam Saeed and Aamina Sheikh's Twitter banter,0,
16134,"MQM-P rift: Sattar, coordination committee submit nomination papers of separate Senate candidates",0,
16135,China ‘worried’ over US trade relations as surplus narrows,0,
16136,"Schalke, Frankfurt make German Cup semis",0,
16137,Sevilla outlast Leganes to reach Copa del Rey final,0,
16138,India outclass S. Africa to take unbeatable lead,0,
16139,COMMENT: Inside the FIFA World Cup Trophy Tour,0,
16141,Ton-up Khurram propels Karachi Whites into one-day final,0,
16142,Sri Lanka hit back as bowlers dominate start of final Test,0,
16143,US Senate panel okays proposal to sanction Myanmar officials,0,
16144,SHC restrains govt from notifying appointment of Nadra chairman,0,
16146,North Korea holds military parade on eve of Olympics,0,
16148,Israeli archaeologists find rare Roman-era mosaic,0,
16149,"Ecuador resists temptation, restricts tourism in Galapagos",0,
16150,"Getting as low as Rs5,000, teachers hold sit-in for minimum pay",0,
16151,Asif Hashmi may return from Dubai tomorrow,0,
16152,Qatar central bank warns against trading in bitcoin,0,
16154,Millennials invest with purpose,0,
16155,SC wants its order to bring back Haqqani implemented,0,
16156,"‘Fake beverages thriving due to high tax rates, harming industry’",0,
16157,Four Pakistani men executed in Saudi Arabia,0,
16158,Canadian authorities arrest Pakistani man accused of sex offense in US,0,
16159,CTD terms Intizar’s killing in Karachi cold-blooded murder by ACLC personnel,0,
16160,"Punjab govt not giving up records, says NAB chief",0,
16161,Over 140 file nomination papers for Senate polls,0,
16162,Dar’s nomination as Senate candidate to be challenged,0,
16163,PHC orders CTD to make public information about APS carnage,0,
16165,Abbasi directs provinces to sort cane growers issues,0,
16166,Two held over hidden cameras in Faisalabad garments shop,0,
16167,Accountability court yet to receive JIT report from SC,0,
16168,"Pakistan, Jordan agree to expand trade",0,
16169,SC must not hear cases involving political questions: Asma,0,
16170,US drone kills three ‘militants’ in N Waziristan,0,
16171,Hamza acting as PML-N focal person for Senate poll,0,
16174,China agrees to accommodate Pakistan’s concerns on FTA,0,
16175,IHC allows presence of Sharifs’ counsel during testimony in London,0,
16177,Democracy alone offers hope to fight extremism: Bilawal,0,
16178,JUI-F to hold tribal jirga on Fata’s future,0,
16180,"Congress narrowly passes bipartisan budget measure, ending US govt shutdown",0,
16181,Kim Jong Un's sister makes historic visit to South Korea,0,
16185,Bismah Maroof ruled out of Triangular Women's Cricket Tournament,0,
16186,Zainab murder trial begins today,0,
16188,West Indies' tour of Pakistan for March is confirmed: Najam Sethi,0,
16189,Libya shipwreck: Govt makes effort to bring bodies of deceased Pakistanis in next 3 days,0,
16190,Gen Bajwa confirms death sentences of 7 convicted by military courts,0,
16191,I'm very unhappy with Bollywood's current music scenario: Javed Akhtar,0,
16192,Escalation of conflict?: MQM's coordination committee moves to sideline Farooq Sattar,0,
16193,"US should pay for fencing of Pak-Afghan border, says Khawaja Asif",0,
16194,TTP splinter group chief Khan Said ‘Sajna’ reported killed in US drone strike in Afghanistan,0,
16195,Historic handshake between Korean leaders highlights Pyeongchang Olympics opening ceremony,0,
16196,156 women attempted suicide by consuming 'Kala Pathar' in Dera Ghazi Khan last year,0,
16197,34 candidates submit papers for Senate polls,0,
16198,The 9th Karachi Literature Festival kicks off today,0,
16200,100 killed in US-led strikes on pro-Assad fighters,0,
16202,Karachi: The city of decay,0,
16205,Undergraduate blues,0,
16206,Lok Virsa pays tribute to Uncle Sargam creator Farooq Qaiser,0,
16207,"SC orders Axact CEO to hand over passport to SHC, submit written reply in fake degree case",0,
16208,"Switzerland, UAE being asked about Pakistanis’ assets",0,
16209,This dancer defies social taboos to promote Pakhtun culture,0,
16211,"Review of Elections Act 2017 not limited to its implications for Nawaz Sharif, clarifies CJP",0,
16212,Police fail to achieve breakthrough in Chinese citizen’s murder in Karachi,0,
16214,"Russia meddled in 2016 US election, says Bush",0,
16216,Putin says he does not have a smartphone,0,
16218,I took a sushi class in Karachi and now I know what it feels like to be on MasterChef,0,
16219,Shattering gender stereotypes,0,
16221,Asian markets suffer fresh beating as global rout resumes,0,
16222,"‘Karachi is open for business, culture, literature and tourism’",0,
16223,"85,000 displaced in 10 weeks of violence in Yemen: UN",0,
16224,"‘Plumbers’ kidnap cash van driver’s daughter, get $20m in ransom",0,
16225,Coutinho strikes as Barca reach fifth straight Copa final,0,
16226,Outspoken #MeToo advocate accused of misconduct,0,
16227,Arsenal new boys face early derby baptism of fire,0,
16228,In memoriam: Dr Hasan Zafar-Arif,0,
16229,Strikes batter Syrian enclave as UN plea falls on deaf ears,0,
16230,DIG deposes against former IG in corruption case,0,
16231,Mailbox,0,
